HGNC	9377	PRKAA2	partof	FPLX	000038	AMPK_A2B1G1
HGNC	9378	PRKAB1	partof	FPLX	000038	AMPK_A2B1G1
HGNC	9385	PRKAG1	partof	FPLX	000038	AMPK_A2B1G1
FPLX	000039	AMPK_A2B1G2	isa	FPLX	000031	AMPK
HGNC	9377	PRKAA2	partof	FPLX	000039	AMPK_A2B1G2
HGNC	9378	PRKAB1	partof	FPLX	000039	AMPK_A2B1G2
HGNC	9386	PRKAG2	partof	FPLX	000039	AMPK_A2B1G2
FPLX	000040	AMPK_A2B1G3	isa	FPLX	000031	AMPK
HGNC	9377	PRKAA2	partof	FPLX	000040	AMPK_A2B1G3
HGNC	9378	PRKAB1	partof	FPLX	000040	AMPK_A2B1G3
HGNC	9387	PRKAG3	partof	FPLX	000040	AMPK_A2B1G3
FPLX	000041	AMPK_A2B2G1	isa	FPLX	000031	AMPK
HGNC	9377	PRKAA2	partof	FPLX	000041	AMPK_A2B2G1
HGNC	9379	PRKAB2	partof	FPLX	000041	AMPK_A2B2G1
HGNC	9385	PRKAG1	partof	FPLX	000041	AMPK_A2B2G1
FPLX	000042	AMPK_A2B2G2	isa	FPLX	000031	AMPK
HGNC	9377	PRKAA2	partof	FPLX	000042	AMPK_A2B2G2
HGNC	9379	PRKAB2	partof	FPLX	000042	AMPK_A2B2G2
HGNC	9386	PRKAG2	partof	FPLX	000042	AMPK_A2B2G2
FPLX	000043	AMPK_A2B2G3	isa	FPLX	000031	AMPK
HGNC	9377	PRKAA2	partof	FPLX	000043	AMPK_A2B2G3
HGNC	9379	PRKAB2	partof	FPLX	000043	AMPK_A2B2G3
HGNC	9387	PRKAG3	partof	FPLX	000043	AMPK_A2B2G3
HGNC	561	AP2A1	isa	FPLX	000049	AP2A
HGNC	562	AP2A2	isa	FPLX	000049	AP2A
HGNC	563	AP2B1	partof	FPLX	000015	Adaptor_protein_II
HGNC	564	AP2M1	partof	FPLX	000015	Adaptor_protein_II
HGNC	565	AP2S1	partof	FPLX	000015	Adaptor_protein_II
FPLX	000049	AP2A	partof	FPLX	000015	Adaptor_protein_II
HGNC	3796	FOS	isa	FPLX	000173	FOS_family
HGNC	3797	FOSB	isa	FPLX	000173	FOS_family
HGNC	13718	FOSL1	isa	FPLX	000173	FOS_family
HGNC	3798	FOSL2	isa	FPLX	000173	FOS_family
FPLX	000173	FOS_family	partof	FPLX	000048	AP1
HGNC	6204	JUN	isa	FPLX	000268	JUN_family
HGNC	6205	JUNB	isa	FPLX	000268	JUN_family
HGNC	6206	JUND	isa	FPLX	000268	JUN_family
FPLX	000268	JUN_family	partof	FPLX	000048	AP1
HGNC	1499	CASP1	isa	FPLX	000081	Caspase
HGNC	1503	CASP2	isa	FPLX	000081	Caspase
HGNC	1504	CASP3	isa	FPLX	000082	Caspase_3_7
HGNC	1505	CASP4	isa	FPLX	000081	Caspase
HGNC	1506	CASP5	isa	FPLX	000081	Caspase
HGNC	1507	CASP6	isa	FPLX	000081	Caspase
HGNC	1508	CASP7	isa	FPLX	000082	Caspase_3_7
HGNC	1509	CASP8	isa	FPLX	000081	Caspase
HGNC	1511	CASP9	isa	FPLX	000081	Caspase
HGNC	1500	CASP10	isa	FPLX	000081	Caspase
HGNC	19004	CASP12	isa	FPLX	000081	Caspase
HGNC	1502	CASP14	isa	FPLX	000081	Caspase
FPLX	000082	Caspase_3_7	isa	FPLX	000081	Caspase
HGNC	1781	CDKL1	isa	FPLX	000092	CDK
HGNC	1782	CDKL2	isa	FPLX	000092	CDK
HGNC	15483	CDKL3	isa	FPLX	000092	CDK
HGNC	19287	CDKL4	isa	FPLX	000092	CDK
HGNC	11411	CDKL5	isa	FPLX	000092	CDK
HGNC	1722	CDK1	isa	FPLX	000093	CDK1_2
HGNC	1771	CDK2	isa	FPLX	000093	CDK1_2
FPLX	000093	CDK1_2	isa	FPLX	000092	CDK
HGNC	1772	CDK3	isa	FPLX	000092	CDK
HGNC	1773	CDK4	isa	FPLX	000092	CDK
HGNC	1774	CDK5	isa	FPLX	000092	CDK
HGNC	1777	CDK6	isa	FPLX	000092	CDK
HGNC	1778	CDK7	isa	FPLX	000092	CDK
HGNC	1779	CDK8	isa	FPLX	000092	CDK
HGNC	1780	CDK9	isa	FPLX	000092	CDK
HGNC	1770	CDK10	isa	FPLX	000092	CDK
HGNC	1730	CDK11A	isa	FPLX	000092	CDK
HGNC	1729	CDK11B	isa	FPLX	000092	CDK
HGNC	24224	CDK12	isa	FPLX	000092	CDK
HGNC	1733	CDK13	isa	FPLX	000092	CDK
HGNC	8883	CDK14	isa	FPLX	000092	CDK
HGNC	14434	CDK15	isa	FPLX	000092	CDK
HGNC	8749	CDK16	isa	FPLX	000092	CDK
HGNC	8750	CDK17	isa	FPLX	000092	CDK
HGNC	8751	CDK18	isa	FPLX	000092	CDK
HGNC	19338	CDK19	isa	FPLX	000092	CDK
HGNC	21420	CDK20	isa	FPLX	000092	CDK
HGNC	2457	CSNK2A1	isa	FPLX	000125	CSNK2
HGNC	2459	CSNK2A2	isa	FPLX	000125	CSNK2
HGNC	2457	CSNK2A1	partof	FPLX	000104	CK2
HGNC	2459	CSNK2A2	partof	FPLX	000104	CK2
HGNC	2460	CSNK2B	partof	FPLX	000104	CK2
HGNC	2451	CSNK1A1	isa	FPLX	000124	CSNK1
HGNC	20289	CSNK1A1L	isa	FPLX	000124	CSNK1
HGNC	2452	CSNK1D	isa	FPLX	000124	CSNK1
HGNC	2453	CSNK1E	isa	FPLX	000124	CSNK1
HGNC	2454	CSNK1G1	isa	FPLX	000124	CSNK1
HGNC	2455	CSNK1G2	isa	FPLX	000124	CSNK1
HGNC	2456	CSNK1G3	isa	FPLX	000124	CSNK1
HGNC	1874	CFL1	isa	FPLX	000107	Cofilin
HGNC	1875	CFL2	isa	FPLX	000107	Cofilin
HGNC	15750	DSTN	isa	FPLX	000107	Cofilin
HGNC	2345	CREB1	isa	FPLX	000120	CREB
HGNC	2347	CREB3	isa	FPLX	000120	CREB
HGNC	16844	CREB5	isa	FPLX	000120	CREB
HGNC	18856	CREB3L1	isa	FPLX	000120	CREB
HGNC	23720	CREB3L2	isa	FPLX	000120	CREB
HGNC	18855	CREB3L3	isa	FPLX	000120	CREB
HGNC	18854	CREB3L4	isa	FPLX	000120	CREB
HGNC	2352	CREM	isa	FPLX	000120	CREB
HGNC	783	ATF1	isa	FPLX	000120	CREB
HGNC	784	ATF2	isa	FPLX	000120	CREB
HGNC	1577	CCNA1	isa	FPLX	000131	Cyclin_A
HGNC	1578	CCNA2	isa	FPLX	000131	Cyclin_A
HGNC	1579	CCNB1	isa	FPLX	000130	Cyclin
HGNC	1580	CCNB2	isa	FPLX	000130	Cyclin
HGNC	18709	CCNB3	isa	FPLX	000130	Cyclin
HGNC	1581	CCNC	isa	FPLX	000130	Cyclin
HGNC	1582	CCND1	isa	FPLX	000132	Cyclin_D
HGNC	1583	CCND2	isa	FPLX	000132	Cyclin_D
HGNC	1585	CCND3	isa	FPLX	000132	Cyclin_D
HGNC	1589	CCNE1	isa	FPLX	000133	Cyclin_E
HGNC	1590	CCNE2	isa	FPLX	000133	Cyclin_E
HGNC	1591	CCNF	isa	FPLX	000130	Cyclin
HGNC	1592	CCNG1	isa	FPLX	000130	Cyclin
HGNC	1593	CCNG2	isa	FPLX	000130	Cyclin
HGNC	1594	CCNH	isa	FPLX	000130	Cyclin
HGNC	1595	CCNI	isa	FPLX	000130	Cyclin
HGNC	33869	CCNI2	isa	FPLX	000130	Cyclin
HGNC	23434	CCNJ	isa	FPLX	000130	Cyclin
HGNC	25876	CCNJL	isa	FPLX	000130	Cyclin
HGNC	1596	CCNK	isa	FPLX	000130	Cyclin
HGNC	20569	CCNL1	isa	FPLX	000130	Cyclin
HGNC	20570	CCNL2	isa	FPLX	000130	Cyclin
HGNC	18576	CCNO	isa	FPLX	000130	Cyclin
HGNC	1599	CCNT1	isa	FPLX	000130	Cyclin
HGNC	1600	CCNT2	isa	FPLX	000130	Cyclin
HGNC	23354	CCNY	isa	FPLX	000130	Cyclin
HGNC	26868	CCNYL1	isa	FPLX	000130	Cyclin
HGNC	33206	CCNYL3	isa	FPLX	000130	Cyclin
FPLX	000131	Cyclin_A	isa	FPLX	000130	Cyclin
FPLX	000132	Cyclin_D	isa	FPLX	000130	Cyclin
FPLX	000133	Cyclin_E	isa	FPLX	000130	Cyclin
HGNC	6871	MAPK1	isa	FPLX	000161	ERK
HGNC	6877	MAPK3	isa	FPLX	000161	ERK
FPLX	000161	ERK	isa	FPLX	000283	MAPK
FPLX	000178	F_actin	isa	FPLX	000009	Actin
HGNC	3688	FGFR1	isa	FPLX	000168	FGFR
HGNC	3689	FGFR2	isa	FPLX	000168	FGFR
HGNC	3690	FGFR3	isa	FPLX	000168	FGFR
HGNC	3691	FGFR4	isa	FPLX	000168	FGFR
HGNC	3693	FGFRL1	isa	FPLX	000168	FGFR
HGNC	4616	GSK3A	isa	FPLX	000194	GSK3
HGNC	4617	GSK3B	isa	FPLX	000194	GSK3
HGNC	4852	HDAC1	isa	FPLX	000221	HDAC_I
HGNC	4853	HDAC2	isa	FPLX	000221	HDAC_I
HGNC	4854	HDAC3	isa	FPLX	000221	HDAC_I
HGNC	13315	HDAC8	isa	FPLX	000221	HDAC_I
HGNC	14063	HDAC4	isa	FPLX	000222	HDAC_II
HGNC	14068	HDAC5	isa	FPLX	000222	HDAC_II
HGNC	14067	HDAC7	isa	FPLX	000222	HDAC_II
HGNC	14065	HDAC9	isa	FPLX	000222	HDAC_II
HGNC	14064	HDAC6	isa	FPLX	000222	HDAC_II
HGNC	18128	HDAC10	isa	FPLX	000222	HDAC_II
HGNC	14929	SIRT1	isa	FPLX	000223	HDAC_III
HGNC	10886	SIRT2	isa	FPLX	000223	HDAC_III
HGNC	14931	SIRT3	isa	FPLX	000223	HDAC_III
HGNC	14932	SIRT4	isa	FPLX	000223	HDAC_III
HGNC	14933	SIRT5	isa	FPLX	000223	HDAC_III
HGNC	14934	SIRT6	isa	FPLX	000223	HDAC_III
HGNC	14935	SIRT7	isa	FPLX	000223	HDAC_III
HGNC	19086	HDAC11	isa	FPLX	000224	HDAC_IV
FPLX	000221	HDAC_I	isa	FPLX	000220	HDAC
FPLX	000222	HDAC_II	isa	FPLX	000220	HDAC
FPLX	000223	HDAC_III	isa	FPLX	000220	HDAC
FPLX	000224	HDAC_IV	isa	FPLX	000220	HDAC
HGNC	4910	HIF1A	partof	FPLX	000230	HIF1
HGNC	700	ARNT	partof	FPLX	000230	HIF1
HGNC	4910	HIF1A	isa	FPLX	000231	HIF_alpha
HGNC	3374	EPAS1	isa	FPLX	000231	HIF_alpha
HGNC	15825	HIF3A	isa	FPLX	000231	HIF_alpha
HGNC	700	ARNT	isa	FPLX	000232	HIF_beta
HGNC	16876	ARNT2	isa	FPLX	000232	HIF_beta
HGNC	701	ARNTL	isa	FPLX	000232	HIF_beta
FPLX	000231	HIF_alpha	partof	FPLX	000229	HIF
FPLX	000232	HIF_beta	partof	FPLX	000229	HIF
FPLX	000242	HSP90A	isa	FPLX	000241	HSP90
FPLX	000243	HSP90AA	isa	FPLX	000242	HSP90A
HGNC	5253	HSP90AA1	isa	FPLX	000243	HSP90AA
HGNC	5258	HSP90AB1	isa	FPLX	000242	HSP90A
HGNC	12028	HSP90B1	isa	FPLX	000241	HSP90
HGNC	16264	TRAP1	isa	FPLX	000241	HSP90
FPLX	000234	Histone_H1	isa	FPLX	000233	Histone
FPLX	000235	Histone_H2A	isa	FPLX	000233	Histone
FPLX	000236	Histone_H2B	isa	FPLX	000233	Histone
FPLX	000237	Histone_H3	isa	FPLX	000233	Histone
FPLX	000238	Histone_H4	isa	FPLX	000233	Histone
HGNC	4714	H1F0	isa	FPLX	000234	Histone_H1
HGNC	18463	H1FOO	isa	FPLX	000234	Histone_H1
HGNC	4722	H1FX	isa	FPLX	000234	Histone_H1
HGNC	4715	HIST1H1A	isa	FPLX	000234	Histone_H1
HGNC	4719	HIST1H1B	isa	FPLX	000234	Histone_H1
HGNC	4716	HIST1H1C	isa	FPLX	000234	Histone_H1
HGNC	4717	HIST1H1D	isa	FPLX	000234	Histone_H1
HGNC	4718	HIST1H1E	isa	FPLX	000234	Histone_H1
HGNC	4720	HIST1H1T	isa	FPLX	000234	Histone_H1
HGNC	24893	H1FNT	isa	FPLX	000234	Histone_H1
UP	P0C0S8	H2A1_HUMAN	isa	FPLX	000235	Histone_H2A
HGNC	22516	H2AFB1	isa	FPLX	000235	Histone_H2A
UP	P0C5Y9	H2AB1_HUMAN	isa	FPLX	000235	Histone_H2A
HGNC	14456	H2AFJ	isa	FPLX	000235	Histone_H2A
HGNC	20664	H2AFV	isa	FPLX	000235	Histone_H2A
HGNC	4739	H2AFX	isa	FPLX	000235	Histone_H2A
HGNC	4740	H2AFY	isa	FPLX	000235	Histone_H2A
HGNC	14453	H2AFY2	isa	FPLX	000235	Histone_H2A
HGNC	4741	H2AFZ	isa	FPLX	000235	Histone_H2A
HGNC	18729	HIST1H2AA	isa	FPLX	000235	Histone_H2A
HGNC	4733	HIST1H2AC	isa	FPLX	000235	Histone_H2A
HGNC	4729	HIST1H2AD	isa	FPLX	000235	Histone_H2A
HGNC	13671	HIST1H2AH	isa	FPLX	000235	Histone_H2A
HGNC	4727	HIST1H2AJ	isa	FPLX	000235	Histone_H2A
HGNC	20508	HIST2H2AB	isa	FPLX	000235	Histone_H2A
HGNC	4738	HIST2H2AC	isa	FPLX	000235	Histone_H2A
HGNC	20507	HIST3H2A	isa	FPLX	000235	Histone_H2A
UP	P04908	H2A1B_HUMAN	isa	FPLX	000235	Histone_H2A
UP	Q6FI13	H2A2A_HUMAN	isa	FPLX	000235	Histone_H2A
UP	P62807	H2B1C_HUMAN	isa	FPLX	000236	Histone_H2B
HGNC	18730	HIST1H2BA	isa	FPLX	000236	Histone_H2B
HGNC	4751	HIST1H2BB	isa	FPLX	000236	Histone_H2B
HGNC	4747	HIST1H2BD	isa	FPLX	000236	Histone_H2B
HGNC	4755	HIST1H2BH	isa	FPLX	000236	Histone_H2B
HGNC	4761	HIST1H2BJ	isa	FPLX	000236	Histone_H2B
HGNC	13954	HIST1H2BK	isa	FPLX	000236	Histone_H2B
HGNC	4748	HIST1H2BL	isa	FPLX	000236	Histone_H2B
HGNC	4750	HIST1H2BM	isa	FPLX	000236	Histone_H2B
HGNC	4749	HIST1H2BN	isa	FPLX	000236	Histone_H2B
HGNC	4758	HIST1H2BO	isa	FPLX	000236	Histone_H2B
HGNC	20516	HIST2H2BC	isa	FPLX	000236	Histone_H2B
HGNC	20517	HIST2H2BD	isa	FPLX	000236	Histone_H2B
HGNC	4760	HIST2H2BE	isa	FPLX	000236	Histone_H2B
HGNC	24700	HIST2H2BF	isa	FPLX	000236	Histone_H2B
HGNC	20514	HIST3H2BB	isa	FPLX	000236	Histone_H2B
HGNC	4762	H2BFS	isa	FPLX	000236	Histone_H2B
HGNC	27867	H2BFM	isa	FPLX	000236	Histone_H2B
HGNC	27252	H2BFWT	isa	FPLX	000236	Histone_H2B
UP	P68431	H31_HUMAN	isa	FPLX	000237	Histone_H3
UP	Q71DI3	H32_HUMAN	isa	FPLX	000237	Histone_H3
HGNC	4778	HIST3H3	isa	FPLX	000237	Histone_H3
UP	P84243	H33_HUMAN	isa	FPLX	000237	Histone_H3
HGNC	33164	H3F3C	isa	FPLX	000237	Histone_H3
UP	P62805	H4_HUMAN	isa	FPLX	000238	Histone_H4
HGNC	4792	HIST1H4G	isa	FPLX	000238	Histone_H4
HGNC	11362	STAT1	isa	FPLX	000453	STAT
HGNC	11363	STAT2	isa	FPLX	000453	STAT
HGNC	11364	STAT3	isa	FPLX	000453	STAT
HGNC	11365	STAT4	isa	FPLX	000453	STAT
HGNC	11366	STAT5A	isa	FPLX	000454	STAT5
HGNC	11367	STAT5B	isa	FPLX	000454	STAT5
HGNC	11368	STAT6	isa	FPLX	000453	STAT
FPLX	000454	STAT5	isa	FPLX	000453	STAT
HGNC	8799	PDGFA	isa	FPLX	000342	PDGF
HGNC	8800	PDGFB	isa	FPLX	000342	PDGF
HGNC	8801	PDGFC	isa	FPLX	000342	PDGF
HGNC	30620	PDGFD	isa	FPLX	000342	PDGF
HGNC	8799	PDGFA	partof	FPLX	000347	PDGF_AA
HGNC	8799	PDGFA	partof	FPLX	000348	PDGF_AB
HGNC	8800	PDGFB	partof	FPLX	000348	PDGF_AB
HGNC	8800	PDGFB	partof	FPLX	000349	PDGF_BB
HGNC	8801	PDGFC	partof	FPLX	000350	PDGF_CC
HGNC	30620	PDGFD	partof	FPLX	000351	PDGF_DD
HGNC	8803	PDGFRA	isa	FPLX	000343	PDGFR
HGNC	8804	PDGFRB	isa	FPLX	000343	PDGFR
HGNC	8803	PDGFRA	partof	FPLX	000344	PDGFR_AA
HGNC	8803	PDGFRA	partof	FPLX	000345	PDGFR_AB
HGNC	8804	PDGFRB	partof	FPLX	000345	PDGFR_AB
HGNC	8804	PDGFRB	partof	FPLX	000346	PDGFR_BB
HGNC	4389	GNAO1	isa	FPLX	000213	G_i_alpha
HGNC	4384	GNAI1	isa	FPLX	000213	G_i_alpha
HGNC	4385	GNAI2	isa	FPLX	000213	G_i_alpha
HGNC	4387	GNAI3	isa	FPLX	000213	G_i_alpha
HGNC	4393	GNAT1	isa	FPLX	000213	G_i_alpha
HGNC	4394	GNAT2	isa	FPLX	000213	G_i_alpha
HGNC	22800	GNAT3	isa	FPLX	000213	G_i_alpha
HGNC	4395	GNAZ	isa	FPLX	000213	G_i_alpha
HGNC	4392	GNAS	isa	FPLX	000218	G_s_alpha
HGNC	4388	GNAL	isa	FPLX	000218	G_s_alpha
HGNC	4390	GNAQ	isa	FPLX	000216	G_q_alpha
HGNC	4379	GNA11	isa	FPLX	000216	G_q_alpha
HGNC	4382	GNA14	isa	FPLX	000216	G_q_alpha
HGNC	4383	GNA15	isa	FPLX	000216	G_q_alpha
HGNC	4380	GNA12	isa	FPLX	000208	G_12_alpha
HGNC	4381	GNA13	isa	FPLX	000208	G_12_alpha
FPLX	000213	G_i_alpha	isa	FPLX	000209	G_alpha
FPLX	000218	G_s_alpha	isa	FPLX	000209	G_alpha
FPLX	000216	G_q_alpha	isa	FPLX	000209	G_alpha
FPLX	000208	G_12_alpha	isa	FPLX	000209	G_alpha
FPLX	000213	G_i_alpha	partof	FPLX	000212	G_i
FPLX	000218	G_s_alpha	partof	FPLX	000217	G_s
FPLX	000216	G_q_alpha	partof	FPLX	000215	G_q
FPLX	000208	G_12_alpha	partof	FPLX	000207	G_12
FPLX	000212	G_i	isa	FPLX	000214	G_protein
FPLX	000217	G_s	isa	FPLX	000214	G_protein
FPLX	000215	G_q	isa	FPLX	000214	G_protein
FPLX	000207	G_12	isa	FPLX	000214	G_protein
HGNC	19989	ANAPC2	partof	FPLX	000050	APC_C
HGNC	14452	ANAPC11	partof	FPLX	000050	APC_C
HGNC	19988	ANAPC1	partof	FPLX	000050	APC_C
HGNC	1720	CDC16	partof	FPLX	000050	APC_C
HGNC	1728	CDC27	partof	FPLX	000050	APC_C
HGNC	1724	CDC23	partof	FPLX	000050	APC_C
HGNC	15713	ANAPC5	partof	FPLX	000050	APC_C
HGNC	24077	ANAPC10	partof	FPLX	000050	APC_C
HGNC	24531	ANAPC15	partof	FPLX	000050	APC_C
HGNC	24540	ANAPC13	partof	FPLX	000050	APC_C
HGNC	17839	CDC26	partof	FPLX	000050	APC_C
HGNC	26976	ANAPC16	partof	FPLX	000050	APC_C
HGNC	17380	ANAPC7	partof	FPLX	000050	APC_C
HGNC	19990	ANAPC4	partof	FPLX	000050	APC_C
HGNC	3236	EGFR	isa	FPLX	000160	ERBB
HGNC	3430	ERBB2	isa	FPLX	000160	ERBB
HGNC	3431	ERBB3	isa	FPLX	000160	ERBB
HGNC	3432	ERBB4	isa	FPLX	000160	ERBB
HGNC	3296	EIF4G1	isa	FPLX	000155	EIF4G
HGNC	3297	EIF4G2	isa	FPLX	000155	EIF4G
HGNC	3298	EIF4G3	isa	FPLX	000155	EIF4G
HGNC	7775	NFATC1	isa	FPLX	000309	NFAT
HGNC	7776	NFATC2	isa	FPLX	000309	NFAT
HGNC	7777	NFATC3	isa	FPLX	000309	NFAT
HGNC	7778	NFATC4	isa	FPLX	000309	NFAT
HGNC	7774	NFAT5	isa	FPLX	000309	NFAT
HGNC	4706	GYS1	isa	FPLX	000206	GYS
HGNC	4707	GYS2	isa	FPLX	000206	GYS
HGNC	20766	TUBA1A	isa	FPLX	000483	TUBA
HGNC	18809	TUBA1B	isa	FPLX	000483	TUBA
HGNC	20768	TUBA1C	isa	FPLX	000483	TUBA
HGNC	12408	TUBA3C	isa	FPLX	000483	TUBA
HGNC	24071	TUBA3D	isa	FPLX	000483	TUBA
HGNC	20765	TUBA3E	isa	FPLX	000483	TUBA
HGNC	12407	TUBA4A	isa	FPLX	000483	TUBA
HGNC	12410	TUBA8	isa	FPLX	000483	TUBA
HGNC	23534	TUBAL3	isa	FPLX	000483	TUBA
HGNC	20778	TUBB	isa	FPLX	000484	TUBB
HGNC	16257	TUBB1	isa	FPLX	000484	TUBB
HGNC	12412	TUBB2A	isa	FPLX	000484	TUBB
HGNC	30829	TUBB2B	isa	FPLX	000484	TUBB
HGNC	20772	TUBB3	isa	FPLX	000484	TUBB
HGNC	20774	TUBB4A	isa	FPLX	000484	TUBB
HGNC	20771	TUBB4B	isa	FPLX	000484	TUBB
HGNC	20776	TUBB6	isa	FPLX	000484	TUBB
HGNC	12417	TUBG1	isa	FPLX	000485	TUBG
HGNC	12419	TUBG2	isa	FPLX	000485	TUBG
FPLX	000483	TUBA	isa	FPLX	000486	Tubulin
FPLX	000484	TUBB	isa	FPLX	000486	Tubulin
FPLX	000485	TUBG	isa	FPLX	000486	Tubulin
HGNC	16811	TUBD1	isa	FPLX	000486	Tubulin
HGNC	20775	TUBE1	isa	FPLX	000486	Tubulin
HGNC	6190	JAK1	isa	FPLX	000266	JAK
HGNC	6192	JAK2	isa	FPLX	000266	JAK
HGNC	6193	JAK3	isa	FPLX	000266	JAK
HGNC	12440	TYK2	isa	FPLX	000266	JAK
HGNC	1706	CD8A	isa	FPLX	000090	CD8
HGNC	1707	CD8B	isa	FPLX	000090	CD8
HGNC	6535	LDHA	isa	FPLX	000275	LDH
HGNC	6541	LDHB	isa	FPLX	000275	LDH
HGNC	6544	LDHC	isa	FPLX	000275	LDH
HGNC	10430	RPS6KA1	isa	FPLX	000329	P90RSK
HGNC	10431	RPS6KA2	isa	FPLX	000329	P90RSK
HGNC	10432	RPS6KA3	isa	FPLX	000329	P90RSK
HGNC	10433	RPS6KA4	isa	FPLX	000329	P90RSK
HGNC	10434	RPS6KA5	isa	FPLX	000329	P90RSK
HGNC	10435	RPS6KA6	isa	FPLX	000329	P90RSK
HGNC	10436	RPS6KB1	isa	FPLX	000328	P70S6K
HGNC	10437	RPS6KB2	isa	FPLX	000328	P70S6K
FPLX	000329	P90RSK	isa	FPLX	000422	RSK
FPLX	000328	P70S6K	isa	FPLX	000422	RSK
HGNC	9955	RELA	isa	FPLX	000313	NFkappaB_2
HGNC	9956	RELB	isa	FPLX	000313	NFkappaB_2
HGNC	9954	REL	isa	FPLX	000313	NFkappaB_2
HGNC	7794	NFKB1	isa	FPLX	000312	NFkappaB_1
HGNC	7795	NFKB2	isa	FPLX	000312	NFkappaB_1
FPLX	000312	NFkappaB_1	partof	FPLX	000311	NFkappaB
FPLX	000313	NFkappaB_2	partof	FPLX	000311	NFkappaB
HGNC	11847	TLR1	isa	FPLX	000472	TLR
HGNC	11848	TLR2	isa	FPLX	000472	TLR
HGNC	11849	TLR3	isa	FPLX	000472	TLR
