"AMPK (alpha 2, beta 2, gamma 1)",FPLX,AMPK_A2B2G1,,,,
"AMPK (alpha 2, beta 2, gamma 2)",FPLX,AMPK_A2B2G2,,,,
"AMPK (alpha 2, beta 2, gamma 3)",FPLX,AMPK_A2B2G3,,,,
"AMPK (α 1, β 1, γ 1)",FPLX,AMPK_A1B1G1,,,,
"AMPK (α 1, β 1, γ 2)",FPLX,AMPK_A1B1G2,,,,
"AMPK (α 1, β 1, γ 3)",FPLX,AMPK_A1B1G3,,,,
"AMPK (α 1, β 2, γ 1)",FPLX,AMPK_A1B2G1,,,,
"AMPK (α 1, β 2, γ 2)",FPLX,AMPK_A1B2G2,,,,
"AMPK (α 1, β 2, γ 3)",FPLX,AMPK_A1B2G3,,,,
"AMPK (α 2, β 1, γ 1)",FPLX,AMPK_A2B1G1,,,,
"AMPK (α 2, β 1, γ 2)",FPLX,AMPK_A2B1G2,,,,
"AMPK (α 2, β 1, γ 3)",FPLX,AMPK_A2B1G3,,,,
"AMPK (α 2, β 2, γ 1)",FPLX,AMPK_A2B2G1,,,,
"AMPK (α 2, β 2, γ 2)",FPLX,AMPK_A2B2G2,,,,
"AMPK (α 2, β 2, γ 3)",FPLX,AMPK_A2B2G3,,,,
AMPK a1b1g1,FPLX,AMPK_A1B1G1,,,,
AMPK a1b1g2,FPLX,AMPK_A1B1G2,,,,
AMPK a1b1g3,FPLX,AMPK_A1B1G3,,,,
AMPK a1b2g1,FPLX,AMPK_A1B2G1,,,,
AMPK a1b2g2,FPLX,AMPK_A1B2G2,,,,
AMPK a2b1g1,FPLX,AMPK_A2B1G1,,,,
AMPK a2b2g1,FPLX,AMPK_A2B2G1,,,,
AMPK a2b2g2,FPLX,AMPK_A2B2G2,,,,
AMPK a2b2g3,FPLX,AMPK_A2B2G3,,,,
AMPK alpha1beta1gamma1,FPLX,AMPK_A1B1G1,,,,
AMPK alpha1beta1gamma2,FPLX,AMPK_A1B1G2,,,,
AMPK alpha1beta1gamma3,FPLX,AMPK_A1B1G3,,,,
AMPK alpha1beta2gamma1,FPLX,AMPK_A1B2G1,,,,
AMPK alpha1beta2gamma2,FPLX,AMPK_A1B2G2,,,,
AMPK alpha1beta2gamma3,FPLX,AMPK_A1B2G3,,,,
AMPK alpha2beta1gamma1,FPLX,AMPK_A2B1G1,,,,
AMPK alpha2beta1gamma2,FPLX,AMPK_A2B1G2,,,,
AMPK alpha2beta1gamma3,FPLX,AMPK_A2B1G3,,,,
AMPK alpha2beta2gamma1,FPLX,AMPK_A2B2G1,,,,
AMPK alpha2beta2gamma2,FPLX,AMPK_A2B2G2,,,,
AMPK alpha2beta2gamma3,FPLX,AMPK_A2B2G3,,,,
AMPK α1β1γ1,FPLX,AMPK_A1B1G1,,,,
AMPK α1β1γ2,FPLX,AMPK_A1B1G2,,,,
AMPK α1β1γ3,FPLX,AMPK_A1B1G3,,,,
AMPK α1β2γ1,FPLX,AMPK_A1B2G1,,,,
AMPK α1β2γ2,FPLX,AMPK_A1B2G2,,,,
AMPK α1β2γ3,FPLX,AMPK_A1B2G3,,,,
AMPK α2β1γ1,FPLX,AMPK_A2B1G1,,,,
AMPK α2β1γ2,FPLX,AMPK_A2B1G2,,,,
AMPK α2β1γ3,FPLX,AMPK_A2B1G3,,,,
AMPK α2β2γ1,FPLX,AMPK_A2B2G1,,,,
AMPK α2β2γ2,FPLX,AMPK_A2B2G2,,,,
AMPK α2β2γ3,FPLX,AMPK_A2B2G3,,,,
AMPK-alpha1,UP,Q13131,,,,
AMPK-alpha2,UP,P54646,,,,
AMPK-α1,UP,Q13131,,,,
AMPK-α2,UP,P54646,,,,
AMPKalpha,FPLX,AMPK_alpha,,,,
AMPKalpha1,UP,Q13131,,,,
AMPKalpha1 catalytic domain,UP,Q13131,,,,
AMPKα,FPLX,AMPK_alpha,,,,
AMPKα1,UP,Q13131,,,,
AMPKα1 catalytic domain,UP,Q13131,,,,
AMPs,NCIT,C123795,,,,
ANXA2 heterotetramer,FPLX,Annexin_II_heterotetramer,,,,
AP-1,FPLX,AP1,,,,
AP-2,FPLX,Adaptor_protein_II,,,,
AP-2 adaptor complex,FPLX,Adaptor_protein_II,,,,
AP-2 complex,FPLX,Adaptor_protein_II,,,,
AP-2 transcription factor,FPLX,TFAP2,,,,
AP-3,FPLX,Adaptor_protein_III,,,,
AP1,FPLX,AP1,,,,
AP2,FPLX,Adaptor_protein_II,,,,
AP2 adaptor complex,FPLX,Adaptor_protein_II,,,,
AP2 clathrin adaptor complex,FPLX,Adaptor_protein_II,,,,
AP2 complex,FPLX,Adaptor_protein_II,,,,
AP3,FPLX,Adaptor_protein_III,,,,
APC,UP,P25054,,,,
APC/C,FPLX,APC_C,,,,
AQP9,HGNC,AQP9,,,,
AR,UP,P10275,,,,
ARF,FPLX,ARF_GTPase_family,,,,
ARF,UP,Q8N726,,,,
ASK1,UP,Q99683,,,,
ASPP1,UP,Q96KQ4,,,,
ASPP2,UP,Q13625,,,,
ATF2,UP,P15336,,,,
ATG4,FPLX,ATG4,,,,
ATM,UP,Q13315,,,,
ATP,HMDB,HMDB00538,PUBCHEM,5957,CHEBI,CHEBI:15422
ATP receptor,FPLX,P2R,,,,
ATP receptors,FPLX,P2R,,,,
ATP synthase,FPLX,ATP_synthase,,,,
ATP synthase H + transporting mitochondrial F0 complex subunit G,FPLX,ATP5G,,,,
ATP1A,FPLX,ATP1A,,,,
ATP1B,FPLX,ATP1B,,,,
ATPase Na+/K+ transporting subunit alpha,FPLX,ATP1A,,,,
ATPase Na+/K+ transporting subunit beta,FPLX,ATP1A,,,,
ATPase Na+/K+ transporting subunit α,FPLX,ATP1A,,,,
ATPase Na+/K+ transporting subunit β,FPLX,ATP1A,,,,
ATR,UP,Q13535,,,,
ATRA,CHEBI,CHEBI:15367,PUBCHEM,444795,,
AZD6244,CHEBI,CHEBI:90227,PUBCHEM,10127622,,
Abeta,UP,P05067,CHEBI,CHEBI:64645,,
Abi1,UP,Q8IZP0,,,,
Abl,UP,P00519,,,,
AcH,CHEBI,CHEBI:15343,,,,
Acetate-CoA ligase,FPLX,Acetyl_CoA_synthetase,,,,
Acetyl Coenzyme A Carboxylase,FPLX,ACC,,,,
Acetyl-CoA carboxylase,FPLX,ACC,,,,
Acetyl-CoA synthetase,FPLX,Acetyl_CoA_synthetase,,,,
Ach,CHEBI,CHEBI:15355,,,,
Ack1,UP,Q07912,,,,
Acsl,FPLX,ACSL,,,,
Actin-related protein,FPLX,Actin_related_proteins,,,,
Actin-related proteins,FPLX,Actin_related_proteins,,,,
Activin,FPLX,Activin,,,,
Activin A,FPLX,Activin_A,,,,
Activin A protein,FPLX,Activin_A,,,,
Acyl-CoA Oxidase,FPLX,ACOX,,,,
Adaptor Protein 2 complex,FPLX,Adaptor_protein_II,,,,
Akt,FPLX,AKT,,,,
Akt1,UP,P31749,,,,
Akt2,UP,P31751,,,,
Aldehyde dehydrogenase,FPLX,ALDH,,,,
"Alpha-1,2-glucosyltransferase",FPLX,ALG10,,,,
"Alpha-1,2-glucosyltransferases",FPLX,ALG10,,,,
"Alpha-1,3-glucosyltransferase",FPLX,ALG6_family,,,,
"Alpha-1,3-glucosyltransferases",FPLX,ALG6_family,,,,
"Alpha-1,4-glucosyltransferase",FPLX,ALG6_family,,,,
"Alpha-1,4-glucosyltransferases",FPLX,ALG6_family,,,,
Ang II,UP,P01019,,,,
AngII,UP,P01019,,,,
Angiotensin receptor,FPLX,AGTR,,,,
Angiotensin receptors,FPLX,AGTR,,,,
Apaf-1,UP,O14727,,,,
ApoA,FPLX,APOA,,,,
Apolipoprotein,FPLX,Apolipoprotein,,,,
Apoptosis,GO,GO:0006915,MESH,D017209,,
Arf,UP,Q8N726,,,,
Arp,FPLX,Actin_related_proteins,,,,
Arp2/3,FPLX,Arp2_3_protein,,,,
Arsenic trioxide,CHEBI,CHEBI:30621,PUBCHEM,518605,,
Atg4,FPLX,ATG4,,,,
Augmin,FPLX,Augmin,,,,
Autophagy,GO,GO:0006914,MESH,D001343,,
Axin,FPLX,AXIN,,,,
Aβ,UP,P05067,CHEBI,CHEBI:64645,,
B-Raf,UP,P15056,,,,
B1,UP,O43157,,,,
B1,UP,P14635,,,,
B3GAT,FPLX,B3GAT,,,,
BAD,UP,Q92934,,,,
BARK,FPLX,ADRBK,,,,
BAX,UP,Q07812,,,,
BCKDC,FPLX,BCKDC,,,,
BCKDH,FPLX,BCKDC,,,,
BCL-2,UP,P10415,,,,
BCL2,UP,P10415,,,,
BCR,UP,P11274,,,,
BEZ235,PUBCHEM,11977753,CHEBI,CHEBI:71952,,
BIM,UP,O43521,,,,
BIRs,FPLX,BIRC,,,,
BITC,PUBCHEM,2346,CHEBI,CHEBI:17484,,
BMF,UP,Q96LC9,,,,
BMI1,UP,P35226,,,,
BMP,FPLX,BMP,,,,
BMP Receptor Type I,FPLX,BMP_receptor_type_I,,,,
BMP Receptor Type II,FPLX,BMP_receptor_type_II,,,,
BMP type I receptor,FPLX,BMP_receptor_type_I,,,,
BMP type II receptor,FPLX,BMP_receptor_type_II,,,,
BMP9,UP,Q9UK05,,,,
BPA,CHEBI,CHEBI:33216,PUBCHEM,6623,,
BRAF,UP,P15056,,,,
BRCA,FPLX,BRCA,,,,
BRCA1,UP,P38398,,,,
BRCA2,UP,P51587,,,,
BRCC3 isopeptidase complex,FPLX,BRISC_complex,,,,
BRCC36 (BRCC3) isopeptidase complex,FPLX,BRISC_complex,,,,
BRCC36 isopeptidase complex,FPLX,BRISC_complex,,,,
BRI,FPLX,BMP_receptor_type_I,,,,
BRII,FPLX,BMP_receptor_type_II,,,,
BRISC deubiquinating enzyme complex,FPLX,BRISC_complex,,,,
BRISC deubiquitinating enzyme complex,FPLX,BRISC_complex,,,,
BRISC deubiquitylating enzyme complex,FPLX,BRISC_complex,,,,
BRSK1,UP,Q8TDC3,,,,
BRSK2,UP,Q8IWQ3,,,,
BVR,FPLX,BLVR,,,,
Bad,UP,Q92934,,,,
Bak,UP,Q16611,,,,
Bam32,UP,Q9UN19,,,,
Bax,UP,Q07812,,,,
BcR,MESH,D011947,,,,
Bcl-2,UP,P10415,,,,
Bcl-3,HGNC,BCL3,,,,
Bcl-xL,UP,Q07817,,,,
Bcl2,UP,P10415,,,,
Beclin-1,UP,Q14457,,,,
Beta 3-glycosyltransferase,FPLX,Beta_3_4_GTF,,,,
Beta 3-glycosyltransferases,FPLX,Beta_3_4_GTF,,,,
Beta 4-glycosyltransferase,FPLX,Beta_3_4_GTF,,,,
Beta 4-glycosyltransferases,FPLX,Beta_3_4_GTF,,,,
Beta Tubulin,FPLX,TUBB,,,,
Beta tubulin,FPLX,TUBB,,,,
"Beta-1,3-glucuronyltransferase",FPLX,B3GAT,,,,
"Beta-1,3-glucuronyltransferases",FPLX,B3GAT,,,,
Beta-Tubulin,FPLX,TUBB,,,,
Beta-hexosaminidase,FPLX,Beta_HEX,,,,
Beta-tubulin,FPLX,TUBB,,,,
Bid,UP,P55957,,,,
Bim,UP,O43521,,,,
Bsk,UP,P92208,,,,
Bub1,UP,O43683,,,,
BubR1,UP,O60566,,,,
C-MAF,UP,O75444,,,,
C-PARP,UP,P09874,,,,
C/EBP,FPLX,CEBP,,,,
C/EBPalpha,UP,P49715,,,,
C/EBPbeta,UP,P17676,,,,
C/EBPα,UP,P49715,,,,
C/EBPβ,UP,P17676,,,,
C1,FPLX,C1,,,,
C1-complex,FPLX,C1,,,,
C1q,FPLX,C1q,,,,
CAM-KII,FPLX,CAMK2_complex,,,,
CAMK,FPLX,CAMK,,,,
CAMK-II,FPLX,CAMK2_complex,,,,
CAMK2,FPLX,CAMK2_complex,,,,
CAMKII,FPLX,CAMK2_complex,,,,
CAP23,UP,P80723,,,,
CAPE,PUBCHEM,5281787,CHEBI,CHEBI:8062,,
CARP-1,UP,Q8IX12,,,,
CBF3,FPLX,CBF3,,,,
CBF3 complex,FPLX,CBF3,,,,
CBP,UP,Q92793,,,,
CCAAT/enhancer binding protein,FPLX,CEBP,,,,
CCK-4,CHEBI,CHEBI:137728,,,,
CCN2,UP,P29279,,,,
CCND1,UP,P24385,,,,
CCT,FPLX,CCT_complex,,,,
CCT complex,FPLX,CCT_complex,,,,
CD16,FPLX,CD16,,,,
CD24,UP,P25063,,,,
CD28,UP,P10747,,,,
CD3,FPLX,CD3,,,,
CD32,FPLX,CD32,,,,
CD4,UP,P01730,,,,
CD44,UP,P16070,,,,
CD64,FPLX,CD64,,,,
CD8,FPLX,CD8,,,,
CD95,UP,P25445,,,,
CDC25,FPLX,CDC25,,,,
CDC25 family,FPLX,CDC25,,,,
CDC42,UP,P60953,,,,
CDDP,CHEBI,CHEBI:27899,PUBCHEM,441203,,
CDK,FPLX,CDK,,,,
CDK1,UP,P06493,,,,
CDK1/2,FPLX,CDK1_2,,,,
CDK2,UP,P24941,,,,
CDK4,UP,P11802,,,,
CDK6,UP,Q00534,,,,
CDK8,UP,P49336,,,,
CDK9,UP,P50750,,,,
CDKN,FPLX,CDKN,,,,
CDKN1,FPLX,CDKN1,,,,
CDKN1A,UP,P38936,,,,
CDKN2,FPLX,CDKN2,,,,
CDKs,FPLX,CDK,,,,
CFM-4,PUBCHEM,2871439,,,,
CHIP,UP,Q9UNE7,,,,
CHK1,UP,O14757,,,,
CHK2,UP,O96017,,,,
CHOP,UP,P35638,,,,
CIN,MESH,D043171,NCIT,C48195,,
CIP1,UP,P38936,,,,
CIP2A,UP,Q8TCG1,,,,
CK-1,FPLX,CSNK1,,,,
CK-I,FPLX,CSNK1,,,,
CK1,FPLX,CSNK1,,,,
CK2,FPLX,CK2,,,,
CKIs,FPLX,CDKN,,,,
CNKSR,FPLX,CNKSR,,,,
CNO,PUBCHEM,135445691,,,,
CO,CHEBI,CHEBI:17245,PUBCHEM,281,,
CO 2,CHEBI,CHEBI:16526,PUBCHEM,280,,
COLGALT,FPLX,COLGALT,,,,
COX-2,UP,P35354,,,,
COX6A,FPLX,COX6A,,,,
COX7A,FPLX,COX7A,,,,
CRAF,UP,P04049,,,,
CREB,FPLX,CREB,,,,
CREB family,FPLX,CREB,,,,
CRISP,FPLX,CRISP,,,,
CRISPs,FPLX,CRISP,,,,
CRSP,FPLX,CRSP,,,,
CRSP complex,FPLX,CRSP,,,,
CRSP/Med complex,FPLX,CRSP,,,,
CRTC,FPLX,CRTC,,,,
CSC,MESH,D014411,,,,
CSF-1R,UP,P07333,,,,
CSNK1,FPLX,CSNK1,,,,
CSNK2,FPLX,CSNK2,,,,
CXCL12,UP,P48061,,,,
CXCL8,UP,P10145,,,,
CXCR2,UP,P25025,,,,
CXCR4,UP,P61073,,,,
CYLD,UP,Q9NQC7,,,,
CYP,FPLX,CYP,,,,
CYP enzyme,FPLX,CYP,,,,
CYP enzymes,FPLX,CYP,,,,
CYP epoxygenase,FPLX,CYP_epoxygenases,,,,
CYP epoxygenases,FPLX,CYP_epoxygenases,,,,
CYP gene,FPLX,CYP,,,,
CYP genes,FPLX,CYP,,,,
CYP isoforms,FPLX,CYP,,,,
CYP isozymes,FPLX,CYP,,,,
CYP1,FPLX,CYP1,,,,
CYP1s,FPLX,CYP1,,,,
CYP2,FPLX,CYP2,,,,
CYP3,FPLX,CYP3,,,,
CYP3A enzymes,FPLX,CYP3,,,,
CYP3A protein,FPLX,CYP3,,,,
CYP4,FPLX,CYP4,,,,
CYP450,FPLX,CYP,,,,
CYP450 enzyme,FPLX,CYP,,,,
CYP450 enzymes,FPLX,CYP,,,,
CYPs,FPLX,CYP,,,,
Ca,HMDB,HMDB00464,CHEBI,CHEBI:29108,PUBCHEM,271
Ca(2+)-calmodulin-dependent protein kinase II,FPLX,CAMK2_complex,,,,
Ca(2+)/calmodulin-dependent kinase II,FPLX,CAMK2_complex,,,,
CaM,FPLX,CALM,,,,
CaM kinase II,FPLX,CAMK2_complex,,,,
CaM serine/threonine kinase II,FPLX,CAMK2_complex,,,,
CaMK,FPLX,CAMK,,,,
CaMK II,FPLX,CAMK2_complex,,,,
CaMK family,FPLX,CAMK,,,,
CaMK-II,FPLX,CAMK2_complex,,,,
CaMK2,FPLX,CAMK2_complex,,,,
CaMKII,FPLX,CAMK2_complex,,,,
CaMKII protein,FPLX,CAMK2_complex,,,,
CaN,FPLX,PPP3,,,,
Calcineurin catalytic subunit,FPLX,PPP3C,,,,
Calcineurin regulatory subunit,FPLX,PPP3R,,,,
Calcium channel,FPLX,Calcium_channels,,,,
Calcium channels,FPLX,Calcium_channels,,,,
Calmodulin,FPLX,CALM,,,,
Cas,UP,P56945,,,,
Casein kinase 1,FPLX,CSNK1,,,,
Caspase-3,UP,P42574,,,,
Cation channel,FPLX,Cation_channels,,,,
Cation channels,FPLX,Cation_channels,,,,
Caveolin,FPLX,CAV,,,,
Cbl,UP,P22681,,,,
Cbl-b,UP,Q13191,,,,
Cby,UP,Q9Y3M2,,,,
Cd,PUBCHEM,23973,CHEBI,CHEBI:22977,,
Cdc20,UP,Q12834,,,,
Cdc25,FPLX,CDC25,,,,
Cdc25 phosphatases,FPLX,CDC25,,,,
Cdc42,UP,P60953,,,,
Cdc6,UP,Q99741,,,,
Cdk,FPLX,CDK,,,,
Cdk1,UP,P06493,,,,
Cdk1/2,FPLX,CDK1_2,,,,
Cdk2,UP,P24941,,,,
Cdk4,UP,P11802,,,,
Cdkn1,FPLX,CDKN1,,,,
Chaetoglobosin K,PUBCHEM,5477706,,,,
Chk1,UP,O14757,,,,
Chk1/2,FPLX,CHEK,,,,
Chk2,UP,O96017,,,,
Chkl,HGNC,CHEK1,,,,
Cisplatin,CHEBI,CHEBI:27899,PUBCHEM,441203,,
Clade B serpin,FPLX,SERPINB,,,,
Class 1 NF-kappaBs,FPLX,NFkappaB_1,,,,
Class 1 NF-κBs,FPLX,NFkappaB_1,,,,
Class 2 NF-kappaBs,FPLX,NFkappaB_2,,,,
Class 2 NF-κBs,FPLX,NFkappaB_2,,,,
Class C GPCR,FPLX,GPCR_C,,,,
Class I HDACs,FPLX,HDAC_I,,,,
Class I NF-kappaBs,FPLX,NFkappaB_1,,,,
Class I NF-κBs,FPLX,NFkappaB_1,,,,
Class II NF-kappaBs,FPLX,NFkappaB_2,,,,
Class II NF-κBs,FPLX,NFkappaB_2,,,,
Class III HDACs,FPLX,HDAC_III,,,,
Class IV HDACs,FPLX,HDAC_IV,,,,
Clk,HGNC,CLOCK,,,,
Col4,FPLX,COL4,,,,
ColIV,FPLX,COL4,,,,
Collagen Type IV,FPLX,COL4,,,,
Collagen beta(1-O)galactosyltransferase,FPLX,COLGALT,,,,
Collagen beta(1-O)galactosyltransferases,FPLX,COLGALT,,,,
Complex IV,FPLX,COX,,,,
Connexin,FPLX,GJ,,,,
Connexins,FPLX,GJ,,,,
Coq8,UP,P27697,,,,
Cox4,FPLX,COX4,,,,
Cox6a,FPLX,COX6A,,,,
Cox6b,FPLX,COX6B,,,,
Cox7a,FPLX,COX7A,,,,
Cox7b,FPLX,COX7B,,,,
Cox8,FPLX,COX8,,,,
Crk,UP,P46108,,,,
CsA,PUBCHEM,5284373,CHEBI,CHEBI:4031,,
CtIP,UP,Q99708,,,,
Curcumin,CHEBI,CHEBI:3962,PUBCHEM,969516,,
CycK,HGNC,CCNK,,,,
CycK1,HGNC,CCNK,,,,
Cyclin,FPLX,Cyclin,,,,
Cyclin A,FPLX,Cyclin_A,,,,
Cyclin D,FPLX,Cyclin_D,,,,
Cyclin D2,UP,P30279,,,,
Cyclin-A,FPLX,Cyclin_A,,,,
Cyp1,FPLX,CYP1,,,,
Cyp26,FPLX,CYP26,,,,
Cyp3a,FPLX,CYP3,,,,
Cytochrome P-450,FPLX,CYP,,,,
Cytochrome P450,FPLX,CYP,,,,
Cytochrome c oxidase subunit 6a,FPLX,COX6A,,,,
Cytochrome p450,FPLX,CYP,,,,
Cytoplasmic dynein,FPLX,Cytoplasmic_dynein,,,,
D-type cyclins,FPLX,Cyclin_D,,,,
DA,PUBCHEM,681,CHEBI,CHEBI:18243,,
DAG,PUBCHEM,6026790,CHEBI,CHEBI:85682,,
DAG kinase,FPLX,DGK,,,,
DAPK,FPLX,DAPK,,,,
DAPk,FPLX,DAPK,,,,
DDR,GO,GO:0042769,,,,
DGC,FPLX,DGC,,,,
DGK,FPLX,DGK,,,,
DHA,CHEBI,CHEBI:207229,PUBCHEM,6918483,,
DHT,PUBCHEM,11302,CHEBI,CHEBI:2150,,
DNA polymerase alpha,FPLX,DNA_polymerase_alpha,,,,
DNA polymerase alpha-primase,FPLX,DNA_polymerase_alpha,,,,
DNA polymerase delta,FPLX,DNA_polymerase_delta,,,,
DNA polymerase δ,FPLX,DNA_polymerase_delta,,,,
DNA repair,GO,GO:0006281,MESH,D004260,,
DNA replication factor C,FPLX,RFC,,,,
DNA replication factor C complex,FPLX,RFC,,,,
DNA-PKcs,UP,P78527,,,,
DNA-Pkcs,UP,P78527,,,,
DP complex,FPLX,TFDP,,,,
DR4,UP,O00220,,,,
DR5,UP,O14763,,,,
DSB,MESH,D053903,,,,
DUB,FPLX,Deubiquitinase,,,,
DUBs,FPLX,Deubiquitinase,,,,
DUSP,FPLX,DUSP,,,,
DUSP1,UP,P28562,,,,
DYRK,FPLX,DYRK,,,,
Danusertib,PUBCHEM,11442891,CHEMBL,CHEMBL402548,CHEBI,CHEBI:94490
Deubiquinatase,FPLX,Deubiquitinase,,,,
Deubiquinatases,FPLX,Deubiquitinase,,,,
Deubiquinating Enzyme,FPLX,Deubiquitinase,,,,
Deubiquinating Enzymes,FPLX,Deubiquitinase,,,,
Deubiquinating enzyme,FPLX,Deubiquitinase,,,,
Deubiquinating enzymes,FPLX,Deubiquitinase,,,,
Deubiquitinases,FPLX,Deubiquitinase,,,,
Deubiquitinating Enzyme,FPLX,Deubiquitinase,,,,
Deubiquitinating Enzymes,FPLX,Deubiquitinase,,,,
Deubiquitinating enzyme,FPLX,Deubiquitinase,,,,
Deubiquitinating enzymes,FPLX,Deubiquitinase,,,,
Deubiquitylase,FPLX,Deubiquitinase,,,,
Deubiquitylases,FPLX,Deubiquitinase,,,,
Deubiquitylating Enzyme,FPLX,Deubiquitinase,,,,
Deubiquitylating Enzymes,FPLX,Deubiquitinase,,,,
Deubiquitylating enzyme,FPLX,Deubiquitinase,,,,
Deubiquitylating enzymes,FPLX,Deubiquitinase,,,,
Dgk,FPLX,DGK,,,,
Dinaciclib,PUBCHEM,46926350,CHEMBL,CHEMBL2103840,CHEBI,CHEBI:95060
Dok1,UP,Q99704,,,,
Dok2,UP,O60496,,,,
Doxorubicin,CHEBI,CHEBI:28748,PUBCHEM,31703,,
Drp-1,HGNC,DNM1L,,,,
Dvl,FPLX,DVL,,,,
Dynein,FPLX,Dynein,,,,
Dyneins,FPLX,Dynein,,,,
E-cadherin,UP,P12830,,,,
E2,FPLX,UBE2,,,,
E2,UP,P27958,,,,
E2 enzyme,FPLX,UBE2,,,,
E2 ubiquitin-conjugating enzyme,FPLX,UBE2,,,,
E2F,FPLX,E2F,,,,
E2F-1,UP,Q01094,,,,
E2F1,UP,Q01094,,,,
E3,FPLX,E3_Ub_ligase,,,,
E3 ubiquitin ligase,FPLX,E3_Ub_ligase,,,,
E6,UP,P03126,,,,
E7,UP,P03129,,,,
EBNA3C,UP,I1YP21,,,,
EBP1,HGNC,PA2G4,,,,
ECM,GO,GO:0031012,,,,
EGCG,PUBCHEM,65064,CHEBI,CHEBI:4806,,
EGF,UP,P01133,,,,
EGF receptor,UP,P00533,,,,
EGFR,UP,P00533,,,,
EGFR ligand,FPLX,EGFR_ligand,,,,
EGFR ligands,FPLX,EGFR_ligand,,,,
